numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2020,2,2020-02-13 00:00:00+00:00,Sâmia Bomfim,PSOL,SP,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,15751211000133,Maria Zeneide da Silva Lima Cardoso ME,7670.00,0.00,7670.00
2020,2,2020-02-13 00:00:00+00:00,Paulo Bengtson,PTB,PA,COMBUSTÍVEIS E LUBRIFICANTES.,08202116000115,AUTO POSTO AEROPORTO LTDA,100.00,0.00,100.00
2020,2,2020-02-13 00:00:00+00:00,Paulo Bengtson,PTB,PA,COMBUSTÍVEIS E LUBRIFICANTES.,02280133002480,POSTO ICCAR LTDA,40.01,0.00,40.01
2020,2,2020-02-13 00:00:00+00:00,Eduardo Bismarck,PDT,CE,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,05208494000118,FRED GOURMET COMERCIO DE ALIMENTOS LTDA,153.00,0.00,153.00
2020,2,2020-02-13 00:00:00+00:00,Denis Bezerra,PSB,CE,COMBUSTÍVEIS E LUBRIFICANTES.,12317351000100,POSTO PADRE PIO,30.00,0.00,30.00
2020,2,2020-02-13 00:00:00+00:00,Denis Bezerra,PSB,CE,COMBUSTÍVEIS E LUBRIFICANTES.,04833441000125,UNIVERSO PETROLEO LTDA,212.49,0.00,212.49
2020,2,2020-02-13 00:00:00+00:00,Alê Silva,PSL,MG,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,13506601000112,RESTAURANTE O TRAIRAO LTDA,50.00,0.00,50.00
2020,2,2020-02-13 00:00:00+00:00,Alê Silva,PSL,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",22889225000183,MB ESTACIONAMENTOS LTDA,11.76,0.00,11.76
2020,2,2020-02-13 00:00:00+00:00,AJ Albuquerque,PP,CE,COMBUSTÍVEIS E LUBRIFICANTES.,23570062000134,JC COMERCIO DE COMBUSTIVEL LTDA,268.40,0.00,268.40
2020,2,2020-02-13 00:00:00+00:00,AJ Albuquerque,PP,CE,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172001644,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,68.16,0.00,68.16
2020,2,2020-02-13 00:00:00+00:00,José Ricardo,PT,AM,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,08226555000168,J.A DA SILVA QUEIROZ ME,13500.00,0.00,13500.00
2020,2,2020-02-13 00:00:00+00:00,José Ricardo,PT,AM,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",08046163000117,COOPERTAXI 202 NORTE,17.00,0.00,17.00
2020,2,2020-02-13 00:00:00+00:00,José Ricardo,PT,AM,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINPETAXI,50.00,0.00,50.00
2020,2,2020-02-13 00:00:00+00:00,Marcelo Nilo,PSB,BA,COMBUSTÍVEIS E LUBRIFICANTES.,22077084000102,POSTO BIKE LTDA,220.74,0.00,220.74
2020,2,2020-02-13 00:00:00+00:00,Alex Santana,PDT,BA,COMBUSTÍVEIS E LUBRIFICANTES.,14193173000188,MARIA BONITA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,236.00,0.00,236.00
2020,2,2020-02-13 00:00:00+00:00,Junior Lourenço,PL,MA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,31180570000134,LUCAS PAULINO DE SOUSA NOGUEIRA,250.00,0.00,250.00
2020,2,2020-02-13 00:00:00+00:00,Charles Fernandes,PSD,BA,COMBUSTÍVEIS E LUBRIFICANTES.,20774804000155,POSTO VILASBOAS LTDA - EPP,200.09,0.00,200.09
2020,2,2020-02-13 00:00:00+00:00,Jorge Braz,REPUBLICANOS,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",04088208000165,CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA. - SEM PARAR,173.78,0.00,173.78
2020,2,2020-02-13 00:00:00+00:00,Reinhold Stephanes Junior,PSD,PR,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,9.94,0.98,8.96
2020,2,2020-02-13 00:00:00+00:00,Reinhold Stephanes Junior,PSD,PR,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,21.78,1.00,20.78
2020,2,2020-02-13 00:00:00+00:00,Reinhold Stephanes Junior,PSD,PR,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,29.68,1.15,28.53
2020,2,2020-02-13 00:00:00+00:00,Ted Conti,PSB,ES,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,13882645000147,EXPERTS CONSULTORIA E AVALIAÇÕES EIRELI,5395.00,646.08,4748.92
2020,2,2020-02-13 00:00:00+00:00,Ted Conti,PSB,ES,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,32818604000136,IURY DUARTE GOUVEA,800.00,0.00,800.00
2020,2,2020-02-13 00:00:00+00:00,Joseildo Ramos,PT,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,17314329004460,INTERNATIONAL MEAL COMPANY ALIMENTACAO S A,46.00,4.50,41.50
2020,2,2020-02-13 00:00:00+00:00,Fernando Borja,AVANTE,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,7.23,1.00,6.23
2020,2,2020-02-13 00:00:00+00:00,Fernando Borja,AVANTE,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,6.98,0.99,5.99
2020,2,2020-02-13 00:00:00+00:00,Fernando Borja,AVANTE,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,6.39,0.00,6.39
2020,2,2020-02-13 00:00:00+00:00,Fernando Borja,AVANTE,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,29.08,0.00,29.08
2020,2,2020-02-13 00:00:00+00:00,Fernando Borja,AVANTE,MG,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,21.91,1.01,20.90
2020,1,2020-02-13 00:00:00+00:00,LIDERANÇA DO PSDB,PSDB,NA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,05265605000128,METROPOLE INTERATIVA INFORMATICA LTDA,4920.00,0.00,4920.00
2020,1,2020-02-13 00:00:00+00:00,Leonardo Monteiro,PT,MG,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,22255015000133,MSGV COMERCIO E SERVICOS REPROGRAFICOS LTDA,72.00,0.00,72.00
2020,1,2020-02-13 00:00:00+00:00,Leur Lomanto Júnior,DEM,BA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,04241959000170,MULTIPLICAR E SERVIÇOS LTDA EPP,7083.33,0.00,7083.33
2020,1,2020-02-13 00:00:00+00:00,João Maia,PL,RN,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",34177947000194,DANILO DE BRITO LOPES SOC. INDIVIDUAL DE ADVOCACIA,6000.00,0.00,6000.00
2020,1,2020-02-13 00:00:00+00:00,Giovani Cherini,PL,RS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,27558399000187,Youniversi Web Desenvolvimento de Sites Ltda ME,150.00,0.00,150.00
2020,1,2020-02-13 00:00:00+00:00,Subtenente Gonzaga,PDT,MG,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,18743435000191,Irmãos Bessa Imóveis Ltda,4018.81,353.95,3664.86
2020,1,2020-02-13 00:00:00+00:00,Ricardo Guidi,PSD,SC,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28718521000106,RAFAEL CANARIM DAGOSTINI,2200.00,0.00,2200.00
2020,1,2020-02-13 00:00:00+00:00,Eli Borges,SOLIDARIEDADE,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,11521613000190,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,550.00,0.00,550.00
2020,1,2020-02-13 00:00:00+00:00,Eli Borges,SOLIDARIEDADE,TO,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,32960183000183,HD IMAGENS AGENCIA E PUBLICIDADE LTDA,5000.00,0.00,5000.00
2020,1,2020-02-13 00:00:00+00:00,Ossesio Silva,REPUBLICANOS,PE,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",07689420000176,MB CONSULTORIA EIRELE - ME,5000.00,0.00,5000.00
2020,1,2020-02-13 00:00:00+00:00,Dr. Luiz Antonio Teixeira Jr.,PP,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,31865878000113,GAVEA LOCAÇÕES DE AUTOMOVEIS LTDA,7500.00,0.00,7500.00
2020,2,2020-02-12 18:21:26+00:00,Flávio Nogueira,PDT,PI,SERVIÇOS POSTAIS,00000000000007,CORREIOS - TELEGRAMA,12.36,0.00,12.36
2020,2,2020-02-12 18:20:06+00:00,Sebastião Oliveira,PL,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - TELEGRAMA COM CONFIRMAÇÃO,18.71,0.00,18.71
2020,2,2020-02-12 18:08:45+00:00,Airton Faleiro,PT,PA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,70.97,0.00,70.97
2020,2,2020-02-12 18:02:07+00:00,Pedro Uczai,PT,SC,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,27.45,0.00,27.45
2020,2,2020-02-12 18:01:27+00:00,Milton Vieira,REPUBLICANOS,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,35.46,0.00,35.46
2020,2,2020-02-12 17:58:52+00:00,Gonzaga Patriota,PSB,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,606.30,0.00,606.30
2020,2,2020-02-12 17:58:23+00:00,Gonzaga Patriota,PSB,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,70.97,0.00,70.97
2020,2,2020-02-12 17:57:57+00:00,Gonzaga Patriota,PSB,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL COM AR,79.54,0.00,79.54
2020,2,2020-02-12 17:57:54+00:00,Renildo Calheiros,PCdoB,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,308.35,0.00,308.35
2020,2,2020-02-12 17:57:28+00:00,Fabiano Tolentino,CIDADANIA,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,26.48,0.00,26.48
2020,2,2020-02-12 17:57:03+00:00,Otto Alencar Filho,PSD,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 12,95.00,0.00,95.00
2020,2,2020-02-12 17:56:26+00:00,Talíria Petrone,PSOL,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,174.95,0.00,174.95
2020,2,2020-02-12 17:55:27+00:00,Valmir Assunção,PT,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - DOCUMENTO INTERN. EXPRESSO (EMS DOCUMENTO),200.70,0.00,200.70
2020,2,2020-02-12 17:52:32+00:00,Benes Leocádio,REPUBLICANOS,RN,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,4.10,0.00,4.10
2020,2,2020-02-12 17:52:02+00:00,Fernando Rodolfo,PL,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL COM AR,41.81,0.00,41.81
2020,2,2020-02-12 17:51:20+00:00,Paulão,PT,AL,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,75.42,0.00,75.42
2020,2,2020-02-12 17:50:37+00:00,Igor Timo,PODE,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,66.30,0.00,66.30
2020,2,2020-02-12 17:43:04+00:00,Vitor Hugo,PSL,GO,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA COM AR,15.55,0.00,15.55
2020,2,2020-02-12 17:42:31+00:00,Jorge Solla,PT,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,25.32,0.00,25.32
2020,2,2020-02-12 17:40:00+00:00,Orlando Silva,PCdoB,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,35.46,0.00,35.46
2020,2,2020-02-12 17:39:21+00:00,Ricardo Izar,PP,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,35.46,0.00,35.46
2020,2,2020-02-12 17:38:40+00:00,Rodrigo Agostinho,PSB,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL COM AR,41.81,0.00,41.81
2020,2,2020-02-12 17:32:35+00:00,Baleia Rossi,MDB,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,75.42,0.00,75.42
2020,2,2020-02-12 17:31:48+00:00,Abou Anni,PSL,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - MALA DIRETA POSTAL BÁSICA,121.34,0.00,121.34
2020,2,2020-02-12 17:29:50+00:00,Renildo Calheiros,PCdoB,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,95.00,0.00,95.00
2020,2,2020-02-12 17:24:11+00:00,Mauro Lopes,MDB,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,2.05,0.00,2.05
2020,2,2020-02-12 17:23:19+00:00,Alex Santana,PDT,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,123.11,0.00,123.11
2020,2,2020-02-12 17:22:07+00:00,Rodrigo Agostinho,PSB,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA COM AR,59.00,0.00,59.00
2020,2,2020-02-12 17:20:59+00:00,Daniel Freitas,PSL,SC,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA,8.40,0.00,8.40
2020,2,2020-02-12 16:58:45+00:00,Giovani Feltes,MDB,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,305.57,0.00,305.57
2020,2,2020-02-12 16:58:01+00:00,Talíria Petrone,PSOL,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,79.32,0.00,79.32
2020,2,2020-02-12 16:57:20+00:00,Alexandre Frota,PSDB,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA,8.40,0.00,8.40
2020,2,2020-02-12 16:56:37+00:00,Ivan Valente,PSOL,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,35.46,0.00,35.46
2020,2,2020-02-12 16:38:15+00:00,Professor Alcides,PP,GO,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA COM AR,47.75,0.00,47.75
2020,2,2020-02-12 16:36:45+00:00,Fábio Faria,PSD,RN,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,95.00,0.00,95.00
2020,2,2020-02-12 16:16:11+00:00,Juscelino Filho,DEM,MA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,2.85,0.00,2.85
2020,2,2020-02-12 16:14:30+00:00,Eduardo Costa,PTB,PA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL COM AR,59.54,0.00,59.54
2020,2,2020-02-12 16:13:43+00:00,Eduardo Barbosa,PSDB,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,139.65,0.00,139.65
2020,2,2020-02-12 16:09:54+00:00,Luiza Erundina,PSOL,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,26.39,0.00,26.39
2020,2,2020-02-12 15:14:56+00:00,Milton Vieira,REPUBLICANOS,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,15.08,0.00,15.08
2020,2,2020-02-12 15:14:32+00:00,Milton Vieira,REPUBLICANOS,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,15.08,0.00,15.08
2020,2,2020-02-12 15:14:10+00:00,Milton Vieira,REPUBLICANOS,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,31.67,0.00,31.67
2020,2,2020-02-12 14:58:56+00:00,Elcione Barbalho,MDB,PA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,51.26,0.00,51.26
2020,2,2020-02-12 14:58:20+00:00,Patrus Ananias,PT,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,46.25,0.00,46.25
2020,2,2020-02-12 14:57:40+00:00,Patrus Ananias,PT,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,27.75,0.00,27.75
2020,2,2020-02-12 14:57:05+00:00,Denis Bezerra,PSB,CE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,18.45,0.00,18.45
2020,2,2020-02-12 14:56:29+00:00,Aline Gurgel,REPUBLICANOS,AP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,53.19,0.00,53.19
2020,2,2020-02-12 14:55:47+00:00,Aline Gurgel,REPUBLICANOS,AP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,9.25,0.00,9.25
2020,2,2020-02-12 14:54:35+00:00,Norma Ayub,DEM,ES,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,45.59,0.00,45.59
2020,2,2020-02-12 14:14:37+00:00,Juninho do Pneu,DEM,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,25.32,0.00,25.32
2020,2,2020-02-12 14:11:13+00:00,Juninho do Pneu,DEM,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,19.70,0.00,19.70
2020,2,2020-02-12 14:10:51+00:00,Roberto Pessoa,PSDB,CE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,69.50,0.00,69.50
2020,2,2020-02-12 14:10:24+00:00,Leonardo Monteiro,PT,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,202.96,0.00,202.96
2020,2,2020-02-12 14:09:55+00:00,Luiz Carlos Motta,PL,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,38.63,0.00,38.63
2020,2,2020-02-12 13:43:06+00:00,Luiz Flávio Gomes,PSB,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,9.25,0.00,9.25
2020,2,2020-02-12 13:33:38+00:00,Luiz Flávio Gomes,PSB,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,66.30,0.00,66.30
2020,2,2020-02-12 13:16:09+00:00,Giovani Cherini,PL,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,20.20,0.00,20.20
2020,2,2020-02-12 13:15:59+00:00,Giovani Cherini,PL,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,70.97,0.00,70.97
2020,2,2020-02-12 12:52:25+00:00,Félix Mendonça Júnior,PDT,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,153.75,0.00,153.75
2020,2,2020-02-12 12:35:53+00:00,Capitão Alberto Neto,REPUBLICANOS,AM,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,149.03,0.00,149.03
2020,2,2020-02-12 12:35:40+00:00,Capitão Alberto Neto,REPUBLICANOS,AM,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA,16.45,0.00,16.45
2020,2,2020-02-12 12:31:42+00:00,Félix Mendonça Júnior,PDT,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,66.30,0.00,66.30
2020,2,2020-02-12 12:30:26+00:00,Vinicius Farah,MDB,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,81.24,0.00,81.24
2020,2,2020-02-12 12:13:43+00:00,Gilberto Abramo,REPUBLICANOS,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,451.92,0.00,451.92
2020,2,2020-02-12 12:13:34+00:00,Fausto Pinato,PP,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,72.40,0.00,72.40
2020,2,2020-02-12 12:11:47+00:00,Cristiano Vale,PL,PA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,373.10,0.00,373.10
2020,2,2020-02-12 12:11:25+00:00,Paulo Magalhães,PSD,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,25.32,0.00,25.32
2020,2,2020-02-12 10:49:53+00:00,José Nunes,PSD,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL COM AR,41.81,0.00,41.81
2020,2,2020-02-12 10:27:25+00:00,Sanderson,PSL,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,95.00,0.00,95.00
2020,3,2020-02-12 00:00:00+00:00,Santini,PTB,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,92963560000160,Prefeitura de Porto Alegre,318.91,0.00,318.91
2020,2,2020-02-12 00:00:00+00:00,LIDERANÇA DO PSDB,PSDB,NA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,23609954000100,EMPORIO ARABE BRASILIA LTDA ME,802.95,0.00,802.95
2020,2,2020-02-12 00:00:00+00:00,LIDERANÇA DO PT,PT,NA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,12132854000100,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,1298.20,0.00,1298.20
2020,2,2020-02-12 00:00:00+00:00,PODE,PODE,NA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,22836210000157,ARTESANAL SERVICOS DE ALIMENTACAO E BUFFET EIRELI,640.00,0.00,640.00
2020,2,2020-02-12 00:00:00+00:00,Bacelar,PODE,BA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,15139629000194,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,627.33,0.00,627.33
2020,2,2020-02-12 00:00:00+00:00,Celso Russomanno,REPUBLICANOS,SP,COMBUSTÍVEIS E LUBRIFICANTES.,30880112000145,AUTO POSTO GOLDEN GAS 202 LTDA,200.00,0.00,200.00
2020,2,2020-02-12 00:00:00+00:00,Rubens Bueno,CIDADANIA,PR,TELEFONIA,02558157000162,Telefônica Brasil S.A. VIVO,550.72,0.00,550.72
2020,2,2020-02-12 00:00:00+00:00,Henrique Fontana,PT,RS,COMBUSTÍVEIS E LUBRIFICANTES.,06071706000554,PETRONORTE COMBUSTIVEIS- FILIAL 405 SUL,212.83,0.00,212.83
2020,2,2020-02-12 00:00:00+00:00,Henrique Fontana,PT,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,11.51,1.00,10.51
2020,2,2020-02-12 00:00:00+00:00,Henrique Fontana,PT,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,9.19,1.00,8.19
2020,2,2020-02-12 00:00:00+00:00,Pompeo de Mattos,PDT,RS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172000672,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,30.52,0.00,30.52
2020,2,2020-02-12 00:00:00+00:00,Júlio Delgado,PSB,MG,TELEFONIA,02558157000162,Telefônica Brasil S.A. VIVO,1373.66,27.68,1345.98
2020,2,2020-02-12 00:00:00+00:00,Angela Amin,PP,SC,COMBUSTÍVEIS E LUBRIFICANTES.,10750039000180,POSTO DISBRAVE IMPERIAL LTDA,100.00,0.00,100.00
2020,2,2020-02-12 00:00:00+00:00,Angela Amin,PP,SC,TELEFONIA,02558157000162,Telefônica Brasil S.A. VIVO,1318.48,0.00,1318.48
2020,2,2020-02-12 00:00:00+00:00,Angela Amin,PP,SC,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172001644,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,14.85,0.00,14.85
2020,2,2020-02-12 00:00:00+00:00,Renildo Calheiros,PCdoB,PE,COMBUSTÍVEIS E LUBRIFICANTES.,72577414000199,AUTO POSTO Z+Z 307 NORTE LTDA,162.74,0.00,162.74
2020,2,2020-02-12 00:00:00+00:00,Renildo Calheiros,PCdoB,PE,COMBUSTÍVEIS E LUBRIFICANTES.,00306597003112,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,187.52,0.00,187.52
2020,2,2020-02-12 00:00:00+00:00,Sérgio Brito,PSD,BA,COMBUSTÍVEIS E LUBRIFICANTES.,10750039000180,POSTO DISBRAVE IMPERIAL LTDA,100.00,0.00,100.00
2020,2,2020-02-12 00:00:00+00:00,Sérgio Brito,PSD,BA,COMBUSTÍVEIS E LUBRIFICANTES.,10750039000180,POSTO DISBRAVE IMPERIAL LTDA,50.00,0.00,50.00
2020,2,2020-02-12 00:00:00+00:00,Sérgio Brito,PSD,BA,Emissão Bilhete Aéreo,00512777000135,Cia Aérea - PASSAREDO,690.00,0.00,690.00
2020,2,2020-02-12 00:00:00+00:00,Darcísio Perondi,MDB,RS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172002292,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,51.55,0.00,51.55
2020,2,2020-02-12 00:00:00+00:00,Wellington Roberto,PL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,22476127000114,AUTO POSTO SUDOESTE LTDA,100.00,0.00,100.00
2020,2,2020-02-12 00:00:00+00:00,Wilson Santiago,PTB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08355825000130,POSTO DE COMBUSTIVEIS 214 SUL LTDA,250.00,0.00,250.00
2020,2,2020-02-12 00:00:00+00:00,Alice Portugal,PCdoB,BA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,15719743000193,GRASB GRAFICA SANTA BARBARA LTDA,15000.00,0.00,15000.00
2020,2,2020-02-12 00:00:00+00:00,Alice Portugal,PCdoB,BA,TELEFONIA,02558157002459,TELEFONICA BRASIL S.A.,1294.38,0.00,1294.38
